datetime,temperature,humidity,wind_speed,load
2024-03-01 02:00:00,8.2,80.3,12.6,591.1
2024-03-01 03:00:00,3.7,78.2,8.8,720.7
2024-03-01 04:00:00,8.8,77.9,9.1,590.2
2024-03-01 05:00:00,5.7,83.9,8.3,709.0
2024-03-01 06:00:00,6.1,85.4,11.1,753.5
2024-03-01 07:00:00,9.4,70.3,8.6,658.7
2024-03-01 08:00:00,11.4,77.9,8.9,643.1
2024-03-01 09:00:00,7.7,74.4,14.6,726.1
2024-03-01 10:00:00,8.6,76.3,9.2,706.2
2024-03-01 11:00:00,12.8,79.8,10.5,655.0
2024-03-01 12:00:00,8.4,81.2,9.5,761.0
2024-03-01 13:00:00,15.5,77.3,8.2,646.4
2024-03-01 14:00:00,9.4,68.2,9.4,720.1
2024-03-01 15:00:00,2.5,73.0,9.6,808.9
2024-03-01 16:00:00,10.0,82.3,14.8,668.3
2024-03-01 17:00:00,8.9,64.1,9.2,687.5
2024-03-01 18:00:00,11.6,83.7,9.4,564.3
2024-03-01 19:00:00,9.8,80.4,12.6,598.2
2024-03-01 20:00:00,7.4,84.4,12.3,564.2
2024-03-01 21:00:00,4.1,76.8,12.8,630.3
2024-03-01 22:00:00,7.2,67.5,17.2,603.0
2024-03-01 23:00:00,5.3,79.9,12.8,607.9
2024-03-02 00:00:00,6.1,84.1,9.6,651.8
2024-03-02 01:00:00,9.6,82.4,13.2,544.2
2024-03-02 02:00:00,12.8,74.4,10.1,507.5
2024-03-02 03:00:00,9.0,78.2,9.0,532.3
2024-03-02 04:00:00,4.3,75.1,9.1,673.9
2024-03-02 05:00:00,9.2,73.6,8.8,582.3
2024-03-02 06:00:00,11.5,82.5,8.5,567.5
2024-03-02 07:00:00,6.1,71.7,8.6,737.2
2024-03-02 08:00:00,7.5,73.2,8.2,737.7
2024-03-02 09:00:00,7.9,72.2,14.6,735.0
2024-03-02 10:00:00,5.6,70.2,16.0,763.7
2024-03-02 11:00:00,9.9,78.4,10.7,727.8
2024-03-02 12:00:00,7.6,83.5,13.5,708.0
2024-03-02 13:00:00,9.2,76.7,8.6,768.0
2024-03-02 14:00:00,5.3,70.1,15.0,755.8
2024-03-02 15:00:00,6.6,81.8,10.1,720.6
2024-03-02 16:00:00,10.1,86.1,8.2,674.3
2024-03-02 17:00:00,6.9,74.4,8.5,707.3
2024-03-02 18:00:00,13.2,75.2,9.1,572.7
2024-03-02 19:00:00,6.8,80.2,8.1,620.3
2024-03-02 20:00:00,8.7,85.7,9.1,629.3
2024-03-02 21:00:00,10.8,75.0,8.2,483.7
2024-03-02 22:00:00,3.8,70.9,8.8,615.0
2024-03-02 23:00:00,2.8,80.7,8.9,678.5
2024-03-03 00:00:00,3.5,81.6,23.5,621.5
2024-03-03 01:00:00,11.8,77.6,8.8,532.1
2024-03-03 02:00:00,6.4,74.8,8.8,563.2
2024-03-03 03:00:00,15.7,82.5,11.5,531.7
2024-03-03 04:00:00,6.4,80.2,13.9,669.3
2024-03-03 05:00:00,8.6,73.7,9.5,651.1
2024-03-03 06:00:00,12.7,77.8,14.3,637.8
2024-03-03 07:00:00,14.1,70.8,9.2,591.3
2024-03-03 08:00:00,14.3,81.0,8.7,586.0
2024-03-03 09:00:00,11.8,76.2,9.2,660.1
2024-03-03 10:00:00,11.2,75.3,10.8,669.0
2024-03-03 11:00:00,9.9,77.3,9.4,695.1
2024-03-03 12:00:00,10.5,77.7,11.4,715.6
2024-03-03 13:00:00,6.5,82.0,8.8,773.7
2024-03-03 14:00:00,5.7,80.4,11.6,767.3
2024-03-03 15:00:00,8.2,76.7,9.3,713.5
2024-03-03 16:00:00,7.7,81.3,9.8,728.4
2024-03-03 17:00:00,6.8,79.5,10.4,732.7
2024-03-03 18:00:00,10.3,75.3,11.5,564.7
2024-03-03 19:00:00,11.1,76.8,8.8,566.9
2024-03-03 20:00:00,8.5,76.7,13.4,589.9
2024-03-03 21:00:00,12.7,80.0,11.8,476.7
2024-03-03 22:00:00,4.8,75.6,8.8,631.7
2024-03-03 23:00:00,7.7,75.5,19.1,566.9
2024-03-04 00:00:00,6.1,87.3,11.3,613.2
2024-03-04 01:00:00,2.7,82.1,9.8,686.6
2024-03-04 02:00:00,8.0,73.6,8.5,538.1
2024-03-04 03:00:00,7.9,80.3,10.3,646.1
2024-03-04 04:00:00,12.9,78.0,8.5,554.7
2024-03-04 05:00:00,10.2,79.3,9.7,606.9
2024-03-04 06:00:00,5.3,78.1,9.6,742.9
2024-03-04 07:00:00,13.9,83.3,11.8,604.6
2024-03-04 08:00:00,12.0,79.1,8.6,679.1
2024-03-04 09:00:00,10.1,77.0,13.2,689.2
2024-03-04 10:00:00,7.7,82.6,9.2,749.1
2024-03-04 11:00:00,5.5,78.5,9.8,823.0
2024-03-04 12:00:00,7.3,77.9,12.4,815.8
2024-03-04 13:00:00,11.7,78.9,10.9,736.9
2024-03-04 14:00:00,14.1,76.9,9.1,671.0
2024-03-04 15:00:00,13.1,77.4,9.5,663.5
2024-03-04 16:00:00,7.0,74.4,9.1,744.0
2024-03-04 17:00:00,5.1,73.5,10.7,770.3
2024-03-04 18:00:00,8.9,72.3,9.2,674.2
2024-03-04 19:00:00,3.2,70.3,11.9,729.2
2024-03-04 20:00:00,9.4,72.9,10.6,615.2
2024-03-04 21:00:00,8.0,76.4,8.5,592.3
2024-03-04 22:00:00,7.1,77.8,9.1,605.1
2024-03-04 23:00:00,3.7,75.9,8.8,695.0
2024-03-05 00:00:00,10.0,65.5,9.5,534.4
2024-03-05 01:00:00,6.9,85.1,10.2,610.3
2024-03-05 02:00:00,5.0,82.7,10.1,622.6
2024-03-05 03:00:00,-0.1,79.5,12.2,836.5
2024-03-05 04:00:00,8.5,86.8,8.6,620.7
2024-03-05 05:00:00,13.9,72.3,16.8,544.1
2024-03-05 06:00:00,13.6,86.6,9.3,609.6
2024-03-05 07:00:00,7.2,72.4,9.1,770.7
2024-03-05 08:00:00,6.8,78.4,11.5,694.0
2024-03-05 09:00:00,10.0,70.8,12.9,662.0
2024-03-05 10:00:00,5.6,77.2,9.4,871.4
2024-03-05 11:00:00,9.5,79.1,12.1,736.8
2024-03-05 12:00:00,10.9,76.4,14.5,709.8
2024-03-05 13:00:00,12.3,80.7,12.4,680.7
2024-03-05 14:00:00,8.3,77.6,8.1,770.4
2024-03-05 15:00:00,8.0,74.5,13.3,800.7
2024-03-05 16:00:00,6.0,74.3,12.5,723.3
2024-03-05 17:00:00,6.2,81.2,11.3,716.1
2024-03-05 18:00:00,8.0,73.8,12.3,641.5
2024-03-05 19:00:00,9.8,81.7,19.7,620.3
2024-03-05 20:00:00,11.4,83.2,9.7,586.8
2024-03-05 21:00:00,6.3,68.7,8.2,662.4
2024-03-05 22:00:00,13.2,82.7,9.9,514.8
2024-03-05 23:00:00,7.9,87.4,8.1,639.4
2024-03-06 00:00:00,8.7,78.3,9.0,524.5
2024-03-06 01:00:00,6.5,80.1,10.7,564.0
2024-03-06 02:00:00,1.5,82.2,9.1,772.7
2024-03-06 03:00:00,11.4,75.7,11.5,529.7
2024-03-06 04:00:00,11.0,78.0,13.2,512.6
2024-03-06 05:00:00,7.9,70.5,9.6,616.1
2024-03-06 06:00:00,9.0,77.7,14.9,643.3
2024-03-06 07:00:00,10.4,79.5,8.2,620.6
2024-03-06 08:00:00,4.1,79.6,13.5,760.8
2024-03-06 09:00:00,7.2,82.3,13.3,735.8
2024-03-06 10:00:00,11.2,73.1,9.2,652.9
2024-03-06 11:00:00,5.1,74.3,9.1,830.7
2024-03-06 12:00:00,9.7,86.5,9.1,669.1
2024-03-06 13:00:00,4.8,76.2,13.0,822.3
2024-03-06 14:00:00,10.3,78.0,13.3,716.8
2024-03-06 15:00:00,8.8,76.6,9.2,707.0
2024-03-06 16:00:00,4.1,72.8,10.7,822.6
2024-03-06 17:00:00,12.4,85.1,8.4,573.5
2024-03-06 18:00:00,6.7,74.3,9.9,657.3
2024-03-06 19:00:00,6.5,71.3,28.2,645.7
2024-03-06 20:00:00,9.5,74.7,8.5,596.2
2024-03-06 21:00:00,12.4,66.9,16.8,515.6
2024-03-06 22:00:00,5.9,73.6,13.2,673.3
2024-03-06 23:00:00,9.2,72.1,18.7,509.4
2024-03-07 00:00:00,10.3,80.0,8.6,474.0
2024-03-07 01:00:00,11.1,73.5,8.7,557.7
2024-03-07 02:00:00,9.5,81.3,8.1,498.9
2024-03-07 03:00:00,7.9,83.9,11.9,608.7
2024-03-07 04:00:00,6.5,80.8,11.1,606.1
2024-03-07 05:00:00,9.3,75.8,8.6,541.8
2024-03-07 06:00:00,5.8,77.5,12.7,688.4
2024-03-07 07:00:00,0.3,69.2,9.1,898.5
2024-03-07 08:00:00,10.4,76.2,8.4,625.7
2024-03-07 09:00:00,11.8,72.5,9.6,678.3
2024-03-07 10:00:00,2.0,80.3,8.3,909.2
2024-03-07 11:00:00,6.1,89.7,8.9,758.8
2024-03-07 12:00:00,11.0,79.3,9.4,698.3
2024-03-07 13:00:00,15.3,66.8,13.7,695.2
2024-03-07 14:00:00,9.2,75.0,12.7,737.3
2024-03-07 15:00:00,6.9,77.4,9.8,738.0
2024-03-07 16:00:00,8.6,77.2,11.9,705.3
2024-03-07 17:00:00,13.3,73.1,10.5,578.1
2024-03-07 18:00:00,7.2,78.0,9.3,703.1
2024-03-07 19:00:00,6.8,70.5,11.9,682.9
2024-03-07 20:00:00,7.7,72.0,11.5,610.1
2024-03-07 21:00:00,6.3,80.0,10.9,625.8
2024-03-07 22:00:00,9.6,71.6,10.9,506.4
2024-03-07 23:00:00,14.1,79.4,11.4,430.6
2024-03-08 00:00:00,10.2,69.9,9.5,500.7
2024-03-08 01:00:00,8.5,85.5,14.1,549.9
2024-03-08 02:00:00,8.4,72.8,8.5,590.1
2024-03-08 03:00:00,4.6,75.6,14.5,685.6
2024-03-08 04:00:00,11.9,78.3,9.3,547.1
2024-03-08 05:00:00,9.0,73.8,8.4,643.0
2024-03-08 06:00:00,8.7,77.4,10.7,611.9
2024-03-08 07:00:00,18.9,79.5,9.4,599.0
2024-03-08 08:00:00,10.2,81.4,13.1,644.0
2024-03-08 09:00:00,7.0,80.6,9.7,782.4
2024-03-08 10:00:00,8.0,75.8,11.3,738.6
2024-03-08 11:00:00,12.8,75.9,9.1,616.4
2024-03-08 12:00:00,9.7,88.4,8.7,751.4
2024-03-08 13:00:00,5.0,81.3,9.5,840.8
2024-03-08 14:00:00,12.1,72.0,10.8,658.7
2024-03-08 15:00:00,7.4,77.1,11.2,725.9
2024-03-08 16:00:00,15.0,74.9,10.6,602.7
2024-03-08 17:00:00,12.6,75.9,21.3,549.6
2024-03-08 18:00:00,8.1,70.4,11.5,578.5
2024-03-08 19:00:00,13.2,74.5,16.0,586.9
2024-03-08 20:00:00,9.6,85.6,8.4,554.3
2024-03-08 21:00:00,12.0,79.4,8.2,576.1
2024-03-08 22:00:00,10.9,64.1,9.1,553.0
2024-03-08 23:00:00,6.9,82.6,8.4,628.9
2024-03-09 00:00:00,7.5,82.0,10.2,546.0
2024-03-09 01:00:00,12.6,74.7,10.2,436.9
2024-03-09 02:00:00,8.5,80.1,10.6,527.2
2024-03-09 03:00:00,8.3,72.2,12.1,562.0
2024-03-09 04:00:00,6.6,74.1,18.7,558.9
2024-03-09 05:00:00,10.8,84.0,14.3,569.9
2024-03-09 06:00:00,15.7,75.1,8.4,546.3
2024-03-09 07:00:00,6.3,67.1,9.2,670.3
2024-03-09 08:00:00,9.6,76.1,8.9,643.3
2024-03-09 09:00:00,13.8,76.0,8.6,633.1
2024-03-09 10:00:00,9.3,82.4,10.4,729.8
2024-03-09 11:00:00,10.9,76.5,10.4,674.1
2024-03-09 12:00:00,6.4,74.3,8.8,794.2
2024-03-09 13:00:00,10.9,81.6,11.7,708.2
2024-03-09 14:00:00,9.0,77.0,12.0,722.7
2024-03-09 15:00:00,12.6,72.6,8.1,631.7
2024-03-09 16:00:00,13.2,82.2,9.5,588.3
2024-03-09 17:00:00,17.4,77.3,14.6,620.9
2024-03-09 18:00:00,11.4,76.4,10.2,616.6
2024-03-09 19:00:00,10.6,77.2,9.3,613.3
2024-03-09 20:00:00,10.2,71.0,8.9,559.2
2024-03-09 21:00:00,8.6,73.7,8.8,565.1
2024-03-09 22:00:00,10.7,76.3,8.3,535.6
2024-03-09 23:00:00,8.8,75.3,13.1,486.4
2024-03-10 00:00:00,10.2,82.7,8.3,484.7
2024-03-10 01:00:00,13.7,77.4,9.0,450.3
2024-03-10 02:00:00,6.7,80.6,8.1,581.7
2024-03-10 03:00:00,13.1,76.3,12.6,478.7
2024-03-10 04:00:00,13.7,81.6,8.1,532.7
2024-03-10 05:00:00,9.4,78.3,9.1,605.7
2024-03-10 06:00:00,3.4,76.3,10.6,800.7
2024-03-10 07:00:00,7.9,76.2,9.6,754.5
2024-03-10 08:00:00,13.7,71.5,9.0,579.9
2024-03-10 09:00:00,9.7,78.8,9.0,699.1
2024-03-10 10:00:00,6.8,76.0,12.8,768.4
2024-03-10 11:00:00,8.3,73.7,18.9,742.7
2024-03-10 12:00:00,12.3,81.7,9.3,655.3
2024-03-10 13:00:00,11.5,70.0,8.1,662.3
2024-03-10 14:00:00,9.1,74.1,8.1,725.6
2024-03-10 15:00:00,8.7,81.3,12.3,684.3
2024-03-10 16:00:00,8.7,77.8,10.4,696.2
2024-03-10 17:00:00,7.1,75.9,12.6,689.6
2024-03-10 18:00:00,14.7,77.4,11.6,565.2
2024-03-10 19:00:00,8.9,77.1,15.1,582.3
2024-03-10 20:00:00,13.5,68.6,14.5,522.3
2024-03-10 21:00:00,14.5,74.4,12.7,464.5
2024-03-10 22:00:00,12.9,84.2,9.9,500.5
2024-03-10 23:00:00,8.6,72.8,9.1,583.4
2024-03-11 00:00:00,11.1,74.5,10.1,507.8
2024-03-11 01:00:00,9.9,73.4,10.1,531.8
2024-03-11 02:00:00,7.2,75.7,10.8,605.9
2024-03-11 03:00:00,10.9,73.2,8.6,489.4
2024-03-11 04:00:00,6.4,78.5,11.2,687.9
2024-03-11 05:00:00,13.6,77.1,9.8,514.3
2024-03-11 06:00:00,8.6,79.9,10.9,670.2
2024-03-11 07:00:00,10.6,70.8,8.8,654.2
2024-03-11 08:00:00,10.9,74.3,9.7,626.8
2024-03-11 09:00:00,9.3,74.9,8.7,730.9
2024-03-11 10:00:00,11.8,78.3,14.2,694.5
2024-03-11 11:00:00,8.6,72.1,10.0,792.8
2024-03-11 12:00:00,12.7,80.6,8.8,689.0
2024-03-11 13:00:00,6.0,81.9,8.1,790.4
2024-03-11 14:00:00,10.5,71.0,11.4,679.5
2024-03-11 15:00:00,15.9,73.5,8.7,568.6
2024-03-11 16:00:00,7.1,73.3,21.7,710.3
2024-03-11 17:00:00,8.1,89.1,10.3,675.9
2024-03-11 18:00:00,11.7,73.8,9.0,600.4
2024-03-11 19:00:00,10.7,84.3,11.2,543.3
2024-03-11 20:00:00,11.2,69.6,9.0,539.7
2024-03-11 21:00:00,11.6,71.0,13.1,538.3
2024-03-11 22:00:00,12.1,72.5,9.1,520.3
2024-03-11 23:00:00,13.5,71.7,21.3,417.3
2024-03-12 00:00:00,11.4,74.6,10.8,517.5
2024-03-12 01:00:00,9.5,72.4,13.6,520.9
2024-03-12 02:00:00,12.2,71.8,8.2,492.2
2024-03-12 03:00:00,15.9,81.7,9.3,412.6
2024-03-12 04:00:00,9.8,82.0,12.0,618.6
2024-03-12 05:00:00,7.3,80.6,11.2,648.6
2024-03-12 06:00:00,13.6,78.5,8.6,526.4
2024-03-12 07:00:00,9.9,76.3,9.3,657.0
2024-03-12 08:00:00,3.7,73.3,8.9,808.4
2024-03-12 09:00:00,12.8,71.1,10.9,684.2
2024-03-12 10:00:00,8.7,77.6,9.3,718.7
2024-03-12 11:00:00,10.0,69.9,9.1,711.6
2024-03-12 12:00:00,11.3,70.8,8.7,676.7
2024-03-12 13:00:00,10.9,81.6,9.6,721.8
2024-03-12 14:00:00,12.5,85.3,8.7,651.3
2024-03-12 15:00:00,9.0,77.7,17.9,679.1
2024-03-12 16:00:00,11.9,81.3,8.5,641.3
2024-03-12 17:00:00,9.6,74.5,15.3,613.3
2024-03-12 18:00:00,12.6,69.1,9.7,626.6
2024-03-12 19:00:00,12.2,78.8,9.4,619.7
2024-03-12 20:00:00,7.6,78.6,8.8,599.1
2024-03-12 21:00:00,13.7,76.1,11.0,458.0
2024-03-12 22:00:00,8.8,74.5,11.5,561.1
2024-03-12 23:00:00,12.8,80.5,9.9,470.2
2024-03-13 00:00:00,11.5,70.8,8.2,528.0
2024-03-13 01:00:00,16.0,71.8,15.5,428.8
2024-03-13 02:00:00,9.8,70.6,19.8,548.7
2024-03-13 03:00:00,9.4,76.1,9.7,560.5
2024-03-13 04:00:00,10.4,70.2,10.9,538.4
2024-03-13 05:00:00,9.6,72.2,9.8,604.5
2024-03-13 06:00:00,12.9,72.1,9.2,602.9
2024-03-13 07:00:00,5.6,74.3,8.2,730.4
2024-03-13 08:00:00,7.3,68.2,9.8,715.1
2024-03-13 09:00:00,7.3,76.0,13.1,711.3
2024-03-13 10:00:00,13.4,81.8,8.1,696.9
2024-03-13 11:00:00,15.7,76.3,10.6,681.1
2024-03-13 12:00:00,10.2,83.3,14.4,705.6
2024-03-13 13:00:00,10.1,82.2,8.7,713.1
2024-03-13 14:00:00,10.8,79.5,8.6,736.8
2024-03-13 15:00:00,14.1,75.9,12.4,602.8
2024-03-13 16:00:00,7.8,75.7,8.9,724.9
2024-03-13 17:00:00,11.3,79.4,8.6,609.1
2024-03-13 18:00:00,13.5,73.6,9.4,623.5
2024-03-13 19:00:00,12.1,66.1,9.5,558.7
2024-03-13 20:00:00,11.2,78.0,14.2,588.7
2024-03-13 21:00:00,13.6,69.8,10.9,473.7
2024-03-13 22:00:00,2.5,70.7,9.6,655.1
2024-03-13 23:00:00,12.7,75.5,10.3,476.8
2024-03-14 00:00:00,8.7,75.0,17.2,547.3
2024-03-14 01:00:00,5.2,68.4,8.4,597.7
2024-03-14 02:00:00,12.2,76.3,8.7,522.6
2024-03-14 03:00:00,14.8,80.3,17.9,484.6
2024-03-14 04:00:00,10.3,69.8,17.5,497.7
2024-03-14 05:00:00,13.6,81.8,8.6,564.5
2024-03-14 06:00:00,15.6,67.6,8.5,523.0
2024-03-14 07:00:00,14.7,86.0,9.6,580.6
2024-03-14 08:00:00,15.7,73.3,8.2,648.2
2024-03-14 09:00:00,13.0,76.1,11.2,701.2
2024-03-14 10:00:00,11.0,65.9,8.2,667.1
2024-03-14 11:00:00,6.0,75.1,8.2,808.7
2024-03-14 12:00:00,10.1,76.5,10.0,700.8
2024-03-14 13:00:00,8.3,74.9,17.5,735.4
2024-03-14 14:00:00,17.3,72.5,9.7,610.4
2024-03-14 15:00:00,10.3,70.6,9.3,629.6
2024-03-14 16:00:00,11.2,81.0,26.6,655.2
2024-03-14 17:00:00,12.5,75.5,10.3,617.2
2024-03-14 18:00:00,11.0,83.0,9.4,586.3
2024-03-14 19:00:00,16.0,72.7,9.5,556.2
2024-03-14 20:00:00,9.0,73.1,8.7,570.1
2024-03-14 21:00:00,11.5,79.4,10.2,508.0
2024-03-14 22:00:00,8.7,67.2,9.7,565.4
2024-03-14 23:00:00,7.0,69.2,8.9,528.0
2024-03-15 00:00:00,9.1,80.7,8.5,562.9
2024-03-15 01:00:00,10.8,69.4,9.1,493.5
2024-03-15 02:00:00,9.7,66.1,10.1,561.8
2024-03-15 03:00:00,8.9,84.6,8.2,609.2
2024-03-15 04:00:00,6.7,68.3,8.5,643.9
2024-03-15 05:00:00,10.7,76.1,16.8,556.7
2024-03-15 06:00:00,6.5,75.5,10.3,646.7
2024-03-15 07:00:00,13.3,61.1,8.2,549.6
2024-03-15 08:00:00,11.3,73.8,11.5,681.2
2024-03-15 09:00:00,6.6,77.4,8.2,748.1
2024-03-15 10:00:00,10.1,76.9,12.0,685.6
2024-03-15 11:00:00,8.8,79.7,12.2,733.2
2024-03-15 12:00:00,12.0,73.2,11.2,720.2
2024-03-15 13:00:00,15.1,78.7,12.0,678.7
2024-03-15 14:00:00,5.4,71.7,8.3,805.2
2024-03-15 15:00:00,11.4,68.1,11.9,682.8
2024-03-15 16:00:00,10.6,68.6,8.4,660.3
2024-03-15 17:00:00,13.1,67.8,9.2,606.8
2024-03-15 18:00:00,11.7,80.1,16.6,601.2
2024-03-15 19:00:00,8.9,67.5,10.1,607.1
2024-03-15 20:00:00,10.2,76.4,18.3,588.1
2024-03-15 21:00:00,8.8,73.7,8.3,578.2
2024-03-15 22:00:00,14.4,74.5,9.9,449.5
2024-03-15 23:00:00,11.2,81.9,8.2,521.8
2024-03-16 00:00:00,16.9,72.8,11.0,451.7
2024-03-16 01:00:00,11.0,78.1,8.2,525.6
2024-03-16 02:00:00,9.1,75.2,8.6,543.5
2024-03-16 03:00:00,6.7,74.2,8.9,633.1
2024-03-16 04:00:00,5.8,86.5,12.1,652.7
2024-03-16 05:00:00,6.5,67.8,8.5,676.2
2024-03-16 06:00:00,12.0,81.4,13.6,577.8
2024-03-16 07:00:00,12.8,78.2,8.4,595.2
2024-03-16 08:00:00,6.5,72.6,8.1,749.9
2024-03-16 09:00:00,13.9,83.1,9.5,631.6
2024-03-16 10:00:00,9.8,65.7,19.7,768.5
2024-03-16 11:00:00,11.7,72.3,8.4,704.5
2024-03-16 12:00:00,16.1,68.9,8.3,647.2
2024-03-16 13:00:00,14.0,77.0,12.2,688.5
2024-03-16 14:00:00,10.5,69.3,9.1,678.9
2024-03-16 15:00:00,8.7,77.1,11.8,739.9
2024-03-16 16:00:00,4.9,73.9,8.7,796.7
2024-03-16 17:00:00,9.2,72.5,9.8,693.2
2024-03-16 18:00:00,10.7,76.8,8.9,594.0
2024-03-16 19:00:00,8.4,73.5,9.8,581.7
2024-03-16 20:00:00,11.0,69.4,12.4,531.4
2024-03-16 21:00:00,11.6,88.8,12.3,521.5
2024-03-16 22:00:00,10.7,72.4,10.2,568.4
2024-03-16 23:00:00,9.5,63.7,15.9,590.0
2024-03-17 00:00:00,11.9,70.6,8.9,497.8
2024-03-17 01:00:00,12.8,68.5,8.8,479.9
2024-03-17 02:00:00,8.2,78.9,10.9,554.3
2024-03-17 03:00:00,15.7,76.4,10.9,507.1
2024-03-17 04:00:00,11.2,76.8,8.1,616.5
2024-03-17 05:00:00,11.5,72.9,10.8,621.6
2024-03-17 06:00:00,13.6,73.3,9.4,603.5
2024-03-17 07:00:00,12.2,72.9,12.1,644.8
2024-03-17 08:00:00,14.4,74.3,13.0,637.6
2024-03-17 09:00:00,12.4,78.9,10.4,655.2
2024-03-17 10:00:00,9.7,76.4,8.0,687.8
2024-03-17 11:00:00,12.6,77.2,11.0,678.1
2024-03-17 12:00:00,8.1,77.2,12.1,764.3
2024-03-17 13:00:00,11.9,79.1,8.9,645.3
2024-03-17 14:00:00,11.5,76.1,9.9,678.3
2024-03-17 15:00:00,11.0,76.5,18.1,649.6
2024-03-17 16:00:00,11.2,80.6,9.1,682.6
2024-03-17 17:00:00,6.0,71.3,8.8,702.9
2024-03-17 18:00:00,10.0,70.3,8.7,625.6
2024-03-17 19:00:00,11.9,68.7,10.5,540.0
2024-03-17 20:00:00,12.1,75.5,17.0,585.5
2024-03-17 21:00:00,8.6,65.3,10.8,515.7
2024-03-17 22:00:00,15.4,76.9,9.1,482.7
2024-03-17 23:00:00,9.1,74.0,11.1,497.8
2024-03-18 00:00:00,14.6,80.2,10.9,448.3
2024-03-18 01:00:00,13.0,71.2,10.7,484.8
2024-03-18 02:00:00,9.8,73.5,8.5,541.8
2024-03-18 03:00:00,17.0,80.2,11.0,483.3
2024-03-18 04:00:00,8.1,81.4,9.7,608.0
2024-03-18 05:00:00,14.5,71.1,8.1,514.8
2024-03-18 06:00:00,14.7,75.4,10.3,555.0
2024-03-18 07:00:00,9.7,76.0,21.6,649.1
2024-03-18 08:00:00,15.9,76.4,9.3,607.3
2024-03-18 09:00:00,11.0,73.2,18.1,669.9
2024-03-18 10:00:00,12.6,80.9,8.3,692.2
2024-03-18 11:00:00,12.6,65.0,12.0,676.1
2024-03-18 12:00:00,11.4,72.3,8.4,701.5
2024-03-18 13:00:00,14.2,76.7,9.0,650.0
2024-03-18 14:00:00,14.2,76.7,10.5,620.3
2024-03-18 15:00:00,6.6,81.2,10.7,759.9
2024-03-18 16:00:00,15.8,80.4,12.5,640.9
2024-03-18 17:00:00,6.9,73.0,10.9,713.8
2024-03-18 18:00:00,15.0,80.9,10.7,536.3
2024-03-18 19:00:00,15.3,70.8,15.3,552.0
2024-03-18 20:00:00,8.6,79.0,9.8,583.3
2024-03-18 21:00:00,10.7,83.4,8.8,562.2
2024-03-18 22:00:00,8.6,80.4,8.5,546.8
2024-03-18 23:00:00,11.3,74.9,9.5,512.4
2024-03-19 00:00:00,11.0,72.7,11.7,485.6
2024-03-19 01:00:00,14.3,66.7,8.1,448.2
2024-03-19 02:00:00,15.9,75.9,8.4,418.0
2024-03-19 03:00:00,16.1,68.7,8.3,490.9
2024-03-19 04:00:00,10.3,70.3,10.6,571.9
2024-03-19 05:00:00,11.3,68.3,8.8,581.0
2024-03-19 06:00:00,6.9,72.0,8.5,680.8
2024-03-19 07:00:00,9.6,74.1,10.7,626.9
2024-03-19 08:00:00,14.9,75.6,12.3,637.6
2024-03-19 09:00:00,16.9,71.2,9.2,644.0
2024-03-19 10:00:00,8.3,79.6,10.6,711.8
2024-03-19 11:00:00,10.3,73.2,8.3,725.0
2024-03-19 12:00:00,12.0,70.3,16.2,713.0
2024-03-19 13:00:00,12.9,75.3,9.2,660.5
2024-03-19 14:00:00,9.6,84.0,26.0,705.6
2024-03-19 15:00:00,13.4,75.9,19.5,660.0
2024-03-19 16:00:00,10.7,72.4,12.5,610.5
2024-03-19 17:00:00,12.1,66.5,8.1,576.9
2024-03-19 18:00:00,13.8,73.1,10.4,538.1
2024-03-19 19:00:00,12.1,75.3,8.3,507.3
2024-03-19 20:00:00,10.8,72.2,14.8,586.0
2024-03-19 21:00:00,11.8,65.8,12.7,456.1
2024-03-19 22:00:00,11.9,69.9,18.8,511.2
2024-03-19 23:00:00,11.1,81.4,10.8,532.4
2024-03-20 00:00:00,11.4,81.3,10.2,491.0
2024-03-20 01:00:00,17.0,69.6,10.2,425.5
2024-03-20 02:00:00,13.9,77.4,9.5,489.1
2024-03-20 03:00:00,11.3,68.2,9.9,523.7
2024-03-20 04:00:00,14.3,81.1,11.0,546.5
2024-03-20 05:00:00,11.2,75.3,16.1,494.5
2024-03-20 06:00:00,15.8,78.8,10.7,526.2
2024-03-20 07:00:00,13.4,65.4,13.8,610.7
2024-03-20 08:00:00,11.9,77.4,14.0,642.2
2024-03-20 09:00:00,13.6,74.0,10.2,662.9
2024-03-20 10:00:00,7.6,78.2,9.3,757.2
2024-03-20 11:00:00,8.9,78.6,11.1,730.2
2024-03-20 12:00:00,8.7,74.3,9.8,729.8
2024-03-20 13:00:00,12.7,71.0,8.3,744.0
2024-03-20 14:00:00,17.5,77.8,9.4,676.5
2024-03-20 15:00:00,19.0,73.6,23.4,623.1
2024-03-20 16:00:00,14.3,69.6,8.1,613.5
2024-03-20 17:00:00,13.9,69.3,11.6,606.9
2024-03-20 18:00:00,7.0,66.5,13.5,694.0
2024-03-20 19:00:00,10.7,71.3,11.1,590.8
2024-03-20 20:00:00,10.0,79.4,10.5,546.8
2024-03-20 21:00:00,10.5,74.8,11.7,591.9
2024-03-20 22:00:00,11.9,71.2,9.7,508.8
2024-03-20 23:00:00,11.0,77.9,8.3,567.5
2024-03-21 00:00:00,6.5,69.7,17.8,586.4
2024-03-21 01:00:00,14.7,74.3,9.7,455.8
2024-03-21 02:00:00,9.2,72.9,11.3,584.1
2024-03-21 03:00:00,13.2,77.7,10.3,514.4
